<class 'DQN.dqn.DQN'>
<DQN.dqn.DQN object at 0x14e170ed0>
<class 'numpy.float64'> 1.2986181159467094 0.0
<class 'numpy.float64'> 0.03639891279499466 0.0
<class 'numpy.float64'> -0.16551577587497832 0.0
<class 'numpy.float64'> -1.343238312038227 0.0
<class 'numpy.float64'> -0.41582495359278826 0.0
<class 'numpy.float64'> -1.310163350591796 0.0
<class 'numpy.float64'> -2.798698457605769 0.0
<class 'numpy.float64'> -0.7441324043812745 0.0
<class 'numpy.float64'> -1.2454334394613966 0.0
<class 'numpy.float64'> -1.2609159843486555 0.0
<class 'numpy.float64'> 0.47902626056785036 0.0
<class 'numpy.float64'> -4.041808566550077 0.0
<class 'numpy.float64'> -0.22568817022525423 0.0
<class 'numpy.float64'> -0.3862692112026309 0.0
<class 'numpy.float64'> -3.4181912598208894 0.0
<class 'numpy.float64'> -1.3520936069855611 0.0
<class 'numpy.float64'> -1.5410816730525767 0.0
<class 'numpy.float64'> -2.3624277719163045 0.0
<class 'numpy.float64'> -3.9433532464972414 0.0
<class 'numpy.float64'> -0.6321214882050299 0.0
<class 'numpy.float64'> 0.32690917425867494 0.0
<class 'numpy.float64'> 0.6282081147948599 0.0
<class 'numpy.float64'> -2.003209751866335 0.0
<class 'numpy.float64'> -2.2892767222357007 0.0
<class 'numpy.float64'> -2.2299687758902165 0.0
<class 'numpy.float64'> 0.5874980623100055 0.0
<class 'numpy.float64'> -1.2853087757949766 0.0
<class 'numpy.float64'> -2.1646873128329944 0.0
<class 'numpy.float64'> -1.1371873676875452 0.0
<class 'numpy.float64'> -1.2910304882404091 0.0
<class 'numpy.float64'> -0.057665709805262394 0.0
<class 'numpy.float64'> -1.3419192816064367 0.0
<class 'numpy.float64'> -2.408404210206213 0.0
<class 'numpy.float64'> -2.8246829410550434 0.0
<class 'numpy.float64'> -0.6402381824513828 0.0
<class 'numpy.float64'> -0.7050419809006871 0.0
<class 'numpy.float64'> -2.63870853764834 0.0
<class 'numpy.float64'> -3.0822166613881152 0.0
<class 'numpy.float64'> -2.1486911704205625 0.0
<class 'numpy.float64'> -1.072288029102366 0.0
<class 'numpy.float64'> -1.9900197390871597 0.0
<class 'numpy.float64'> -1.9976249607510397 0.0
<class 'numpy.float64'> -1.1724630464240409 0.0
<class 'numpy.float64'> -1.4281875646937465 0.0
<class 'numpy.float64'> -0.9449721813190581 0.0
<class 'numpy.float64'> -2.79521322137998 0.0
<class 'numpy.float64'> 0.2777334481099388 0.0
<class 'numpy.float64'> -2.6650268253250418 0.0
<class 'numpy.float64'> -0.8979064436168744 0.0
<class 'numpy.float64'> -0.6756523589180847 0.0
<class 'numpy.float64'> -1.488192861923551 0.0
<class 'numpy.float64'> -0.7277144209423045 0.0
<class 'numpy.float64'> -1.2711649837249297 0.0
<class 'numpy.float64'> -0.34699525133637965 0.0
<class 'numpy.float64'> 0.9489248514346229 0.0
<class 'numpy.float64'> -0.07336845713918477 0.0
<class 'numpy.float64'> -1.852903067796375 0.0
<class 'numpy.float64'> -1.7614365962542127 0.0
<class 'numpy.float64'> -1.994665355724037 0.0
<class 'numpy.float64'> 0.000930562886748032 0.0
<class 'numpy.float64'> -2.104096589276024 0.0
<class 'numpy.float64'> 0.09403648364196898 0.0
<class 'numpy.float64'> 0.5263120133169934 0.0
<class 'numpy.float64'> -1.4679256342912765 0.0
<class 'numpy.float64'> -1.4426416907456598 0.0
<class 'numpy.float64'> -2.2165601119596645 0.0
<class 'numpy.float64'> -2.5767395295082154 0.0
<class 'numpy.float64'> -1.7289791429053594 0.0
<class 'numpy.float64'> -0.1550597421329371 0.0
<class 'numpy.float64'> -2.8478143596381913 0.0
<class 'numpy.float64'> -2.9862568087031875 0.0
<class 'numpy.float64'> -3.1748584272124547 0.0
<class 'numpy.float64'> -2.2824529418638235 0.0
<class 'numpy.float64'> -2.2566549477595004 0.0
<class 'numpy.float64'> -1.3473826305793455 0.0
<class 'numpy.float64'> -1.0869614177082372 0.0
<class 'numpy.float64'> -1.002423885977662 0.0
<class 'numpy.float64'> -0.8988445901389628 0.0
<class 'numpy.float64'> -0.2831401542763661 0.0
<class 'numpy.float64'> -0.10634280804541049 0.0
<class 'numpy.float64'> -0.864012293151518 0.0
<class 'numpy.float64'> -1.5978683038143504 0.0
<class 'numpy.float64'> -0.9857381121180993 0.0
<class 'numpy.float64'> -0.9688778137843315 0.0
<class 'numpy.float64'> 1.1809899178079604 0.0
<class 'numpy.float64'> -2.243364767675159 0.0
<class 'numpy.float64'> -1.3339520412865227 0.0
<class 'numpy.float64'> -2.1276313792411927 0.0
<class 'numpy.float64'> -1.5150527895939945 0.0
<class 'numpy.float64'> -1.107768459717238 0.0
<class 'numpy.float64'> -0.6544937656953767 0.0
<class 'numpy.float64'> -0.7012424824368668 0.0
<class 'numpy.float64'> -1.2778524713733077 0.0
<class 'numpy.float64'> -1.330190726552189 0.0
<class 'numpy.float64'> -2.2478767360609866 0.0
<class 'numpy.float64'> -0.35413776978895156 0.0
<class 'numpy.float64'> -1.8924152332515973 0.0
<class 'numpy.float64'> -2.8964966053904093 0.0
<class 'numpy.float64'> -1.6215979416772075 0.0
<class 'numpy.float64'> -1.4668025459599494 0.0
<class 'numpy.float64'> -1.4927224056097816 0.0
<class 'numpy.float64'> -1.4430118201528603 0.0
<class 'numpy.float64'> -1.262256272105019 0.0
<class 'numpy.float64'> -2.2864840047546977 0.0
<class 'numpy.float64'> -1.6438955645384954 0.0
<class 'numpy.float64'> -1.56901468339139 0.0
<class 'numpy.float64'> -3.826633288474993 0.0
<class 'numpy.float64'> -4.622868002078547 0.0
<class 'numpy.float64'> -4.980706446024185 0.0
<class 'numpy.float64'> -3.7494789109243514 0.0
<class 'numpy.float64'> 5.409790152101891 0.0
<class 'numpy.float64'> 5.555892226912192 0.0
<class 'numpy.float64'> -100.0 1.0
Total T: 376 Episode Num: 4 Episode T: 118 Reward: -244.284
<class 'numpy.float64'> 0.1386861569808957 0.0
<class 'numpy.float64'> -0.13027739062195565 0.0
<class 'numpy.float64'> 0.01433996101958429 0.0
<class 'numpy.float64'> -0.7055709097224565 0.0
<class 'numpy.float64'> -1.7148849207413253 0.0
<class 'numpy.float64'> -1.8716682912764486 0.0
<class 'numpy.float64'> -0.2645773785595395 0.0
<class 'numpy.float64'> 0.1888551571107098 0.0
<class 'numpy.float64'> -0.019976073561592783 0.0
<class 'numpy.float64'> -0.8399984222086971 0.0
<class 'numpy.float64'> 0.25069574221467517 0.0
<class 'numpy.float64'> 0.5811456373542796 0.0
<class 'numpy.float64'> 0.15060783872508068 0.0
<class 'numpy.float64'> 1.577233139530091 0.0
<class 'numpy.float64'> 0.2005525778704407 0.0
<class 'numpy.float64'> -2.0099822141027617 0.0
<class 'numpy.float64'> -1.1839681551662693 0.0
<class 'numpy.float64'> -2.459018558461905 0.0
<class 'numpy.float64'> -0.5350201261325356 0.0
<class 'numpy.float64'> -0.6901362017940176 0.0
<class 'numpy.float64'> 2.847275328427213 0.0
<class 'numpy.float64'> -0.38899175975532674 0.0
<class 'numpy.float64'> -0.525538366556275 0.0
<class 'numpy.float64'> -1.7547542234245543 0.0
<class 'numpy.float64'> -1.2650723462585916 0.0
<class 'numpy.float64'> 2.4815472886823615 0.0
<class 'numpy.float64'> -0.6297041229654201 0.0
<class 'numpy.float64'> -1.789255190965206 0.0
<class 'numpy.float64'> -2.347303550019545 0.0
<class 'numpy.float64'> 0.6519654386631089 0.0
<class 'numpy.float64'> -2.5794699697614476 0.0
<class 'numpy.float64'> -2.538817878110534 0.0
<class 'numpy.float64'> -2.7871393802822113 0.0
<class 'numpy.float64'> -2.5338785112392643 0.0
<class 'numpy.float64'> -2.619429571254044 0.0
<class 'numpy.float64'> 1.1928562873753605 0.0
<class 'numpy.float64'> -2.777938963828632 0.0
<class 'numpy.float64'> -2.879927120798753 0.0
<class 'numpy.float64'> -2.8146666536490543 0.0
<class 'numpy.float64'> -2.6389807879349405 0.0
<class 'numpy.float64'> -2.406234169900641 0.0
<class 'numpy.float64'> -2.306926171739093 0.0
<class 'numpy.float64'> -2.2500864238318172 0.0
<class 'numpy.float64'> -2.41710524781402 0.0
<class 'numpy.float64'> 0.5345194038593035 0.0
<class 'numpy.float64'> -2.3697265733401878 0.0
<class 'numpy.float64'> -2.567618059539653 0.0
<class 'numpy.float64'> -2.751416461708344 0.0
<class 'numpy.float64'> -2.344166378663657 0.0
<class 'numpy.float64'> -2.153201355095631 0.0
<class 'numpy.float64'> 1.6942264361626485 0.0
<class 'numpy.float64'> -2.2611832609377984 0.0
<class 'numpy.float64'> -2.559530626722362 0.0
<class 'numpy.float64'> -2.375829019543346 0.0
<class 'numpy.float64'> 3.886841738059627 0.0
<class 'numpy.float64'> -2.4374304540893945 0.0
<class 'numpy.float64'> -1.9281598222137848 0.0
<class 'numpy.float64'> -2.394794098533764 0.0
<class 'numpy.float64'> -2.5141305689580506 0.0
<class 'numpy.float64'> -2.2782486733144935 0.0
<class 'numpy.float64'> -0.1964376662427753 0.0
<class 'numpy.float64'> 0.6572609102659726 0.0
<class 'numpy.float64'> -1.7137123184160987 0.0
<class 'numpy.float64'> -2.461097423868209 0.0
<class 'numpy.float64'> -2.4877163074885105 0.0
<class 'numpy.float64'> -2.681404002356514 0.0
<class 'numpy.float64'> -1.7607067055510857 0.0
<class 'numpy.float64'> -2.6251508222576647 0.0
<class 'numpy.float64'> -1.6311235253539553 0.0
<class 'numpy.float64'> -1.3387302876174931 0.0
<class 'numpy.float64'> 1.1443886905952751 0.0
<class 'numpy.float64'> -2.3023412110257753 0.0
<class 'numpy.float64'> -1.7888293110349878 0.0
<class 'numpy.float64'> -0.9154088654412067 0.0
<class 'numpy.float64'> -1.9963869684400197 0.0
<class 'numpy.float64'> -2.2877330927859973 0.0
<class 'numpy.float64'> 0.1877984524932515 0.0
<class 'numpy.float64'> -0.8852108867426967 0.0
<class 'numpy.float64'> -1.3426792493075936 0.0
<class 'numpy.float64'> -1.90991086914505 0.0
<class 'numpy.float64'> -2.0519421454950177 0.0
<class 'numpy.float64'> -1.0161977764704762 0.0
<class 'numpy.float64'> 0.5959858472004498 0.0
<class 'numpy.float64'> -2.2319228686625068 0.0
<class 'numpy.float64'> 1.5662900648694744 0.0
<class 'numpy.float64'> -1.8474530932829794 0.0
<class 'numpy.float64'> 7.87188648195837 0.0
<class 'numpy.float64'> -2.2537205276200596 0.0
<class 'numpy.float64'> -100.0 1.0
Total T: 465 Episode Num: 5 Episode T: 89 Reward: -196.923
<class 'numpy.float64'> -1.37641917374458 0.0
<class 'numpy.float64'> 2.5875138562549695 0.0
<class 'numpy.float64'> 3.1643612065363245 0.0
<class 'numpy.float64'> -1.6158020930670318 0.0
<class 'numpy.float64'> 2.4485104870160344 0.0
<class 'numpy.float64'> 0.7019662318146345 0.0
<class 'numpy.float64'> -1.674395665097876 0.0
<class 'numpy.float64'> -2.244571139500833 0.0
<class 'numpy.float64'> -2.208448208998958 0.0
<class 'numpy.float64'> -2.5136938004054046 0.0
<class 'numpy.float64'> -2.750408846584064 0.0
<class 'numpy.float64'> -2.2449929132770876 0.0
<class 'numpy.float64'> -2.7605755434387036 0.0
<class 'numpy.float64'> -2.8093769536940827 0.0
<class 'numpy.float64'> -2.0295307288192235 0.0
<class 'numpy.float64'> -2.2284581673279718 0.0
<class 'numpy.float64'> 2.7759127434357085 0.0
<class 'numpy.float64'> -2.7036083714502 0.0
<class 'numpy.float64'> 2.8845466183472697 0.0
<class 'numpy.float64'> -2.4056285841542433 0.0
<class 'numpy.float64'> -0.5447569337107041 0.0
<class 'numpy.float64'> -2.9811102104578695 0.0
<class 'numpy.float64'> -2.0004853491832066 0.0
<class 'numpy.float64'> 1.8803307923021009 0.0
<class 'numpy.float64'> -2.377862916750729 0.0
<class 'numpy.float64'> -2.9044868507379236 0.0
<class 'numpy.float64'> -2.3777304025109913 0.0
<class 'numpy.float64'> -1.5474287947855305 0.0
<class 'numpy.float64'> -1.4714480651630015 0.0
<class 'numpy.float64'> 2.8709901434377914 0.0
<class 'numpy.float64'> -2.60397514036316 0.0
<class 'numpy.float64'> -2.8936791471939487 0.0
<class 'numpy.float64'> -2.996014563785961 0.0
<class 'numpy.float64'> -3.002796673187531 0.0
<class 'numpy.float64'> 1.5570604938649921 0.0
<class 'numpy.float64'> -0.850085093480135 0.0
<class 'numpy.float64'> -1.8366757901462154 0.0
<class 'numpy.float64'> -1.7254939418249637 0.0
<class 'numpy.float64'> -2.880287899719916 0.0
<class 'numpy.float64'> -3.2482566444679706 0.0
<class 'numpy.float64'> -3.3912097392413885 0.0
<class 'numpy.float64'> -2.6396100088316246 0.0
<class 'numpy.float64'> -3.57614285674981 0.0
<class 'numpy.float64'> -2.7876986538400956 0.0
<class 'numpy.float64'> -2.77187139209322 0.0
<class 'numpy.float64'> -1.3110781841612493 0.0
<class 'numpy.float64'> -3.689160088215401 0.0
<class 'numpy.float64'> -2.9189930144369782 0.0
<class 'numpy.float64'> -1.910619517577486 0.0
<class 'numpy.float64'> -1.564066494103456 0.0
<class 'numpy.float64'> -3.100324044192432 0.0
<class 'numpy.float64'> -2.53375779991984 0.0
<class 'numpy.float64'> -3.4060208497313327 0.0
<class 'numpy.float64'> -2.255367655391967 0.0
<class 'numpy.float64'> -1.8566555658987614 0.0
<class 'numpy.float64'> -3.9201441527910945 0.0
<class 'numpy.float64'> -4.149734397098569 0.0
<class 'numpy.float64'> -2.6085243539380074 0.0
<class 'numpy.float64'> -2.693999453051758 0.0
<class 'numpy.float64'> -3.9139646321337294 0.0
<class 'numpy.float64'> 4.615051255685189 0.0
<class 'numpy.float64'> 27.042755873841383 0.0
<class 'numpy.float64'> -23.347179482580913 0.0
<class 'numpy.float64'> -26.933173556547207 0.0
<class 'numpy.float64'> -21.478276607205913 0.0
<class 'numpy.float64'> -100.0 1.0
Total T: 531 Episode Num: 6 Episode T: 66 Reward: -246.037
<class 'numpy.float64'> 1.7693291681827088 0.0
<class 'numpy.float64'> 1.5892991337623823 0.0
<class 'numpy.float64'> 2.301720589827512 0.0
